assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name_x,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,strain,orig_name,to_annotate,gsize,nb_conts,L90,file,asm_name_y,name_no_strain,label
GCF_005162245.1,PRJNA224116,SAMN10793307,,,na,,1314,1314,Streptococcus pyogenes,strain=emm97.1,,latest,Complete Genome,Major,Full,2019/05/06,ASM516224v1,University of Melbourne,GCA_005162245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/162/245/GCF_005162245.1_ASM516224v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005162245.1/GCF_005162245.1_ASM516224v1_genomic.fna.gz,STPY.0321.00089,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005162245.1_ASM516224v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005162245.1_ASM516224v1_genomic.fna_prepare-split125N.fna,1812090,1,1,GCF_005162245.1_ASM516224v1_genomic.fna_prepare-split125N.fna,ASM516224v1,emm97.1,Streptococcus pyogenes emm97.1
GCF_005162405.1,PRJNA224116,SAMN10793305,,,na,,1314,1314,Streptococcus pyogenes,strain=emm56,,latest,Complete Genome,Major,Full,2019/05/06,ASM516240v1,University of Melbourne,GCA_005162405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/162/405/GCF_005162405.1_ASM516240v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005162405.1/GCF_005162405.1_ASM516240v1_genomic.fna.gz,STPY.0321.00090,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005162405.1_ASM516240v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005162405.1_ASM516240v1_genomic.fna_prepare-split125N.fna,1825427,1,1,GCF_005162405.1_ASM516240v1_genomic.fna_prepare-split125N.fna,ASM516240v1,emm56,Streptococcus pyogenes emm56
GCF_005162565.1,PRJNA224116,SAMN10793306,,,na,,1314,1314,Streptococcus pyogenes,strain=emm70,,latest,Complete Genome,Major,Full,2019/05/06,ASM516256v1,University of Melbourne,GCA_005162565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/162/565/GCF_005162565.1_ASM516256v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005162565.1/GCF_005162565.1_ASM516256v1_genomic.fna.gz,STPY.0321.00091,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005162565.1_ASM516256v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005162565.1_ASM516256v1_genomic.fna_prepare-split125N.fna,1826467,1,1,GCF_005162565.1_ASM516256v1_genomic.fna_prepare-split125N.fna,ASM516256v1,emm70,Streptococcus pyogenes emm70
GCF_005162725.1,PRJNA224116,SAMN10793304,,,na,,1314,1314,Streptococcus pyogenes,strain=emm93.4,,latest,Complete Genome,Major,Full,2019/05/06,ASM516272v1,University of Melbourne,GCA_005162725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/162/725/GCF_005162725.1_ASM516272v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005162725.1/GCF_005162725.1_ASM516272v1_genomic.fna.gz,STPY.0321.00092,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005162725.1_ASM516272v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005162725.1_ASM516272v1_genomic.fna_prepare-split125N.fna,1701466,1,1,GCF_005162725.1_ASM516272v1_genomic.fna_prepare-split125N.fna,ASM516272v1,emm93.4,Streptococcus pyogenes emm93.4
GCF_005162865.1,PRJNA224116,SAMN10793303,,,na,,1314,1314,Streptococcus pyogenes,strain=emm230,,latest,Complete Genome,Major,Full,2019/05/06,ASM516286v1,University of Melbourne,GCA_005162865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/162/865/GCF_005162865.1_ASM516286v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005162865.1/GCF_005162865.1_ASM516286v1_genomic.fna.gz,STPY.0321.00093,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005162865.1_ASM516286v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005162865.1_ASM516286v1_genomic.fna_prepare-split125N.fna,1826832,1,1,GCF_005162865.1_ASM516286v1_genomic.fna_prepare-split125N.fna,ASM516286v1,emm230,Streptococcus pyogenes emm230
GCF_005163085.1,PRJNA224116,SAMN10793302,,,na,,1314,1314,Streptococcus pyogenes,strain=emm123,,latest,Complete Genome,Major,Full,2019/05/06,ASM516308v1,University of Melbourne,GCA_005163085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/163/085/GCF_005163085.1_ASM516308v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005163085.1/GCF_005163085.1_ASM516308v1_genomic.fna.gz,STPY.0321.00094,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005163085.1_ASM516308v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005163085.1_ASM516308v1_genomic.fna_prepare-split125N.fna,1768816,1,1,GCF_005163085.1_ASM516308v1_genomic.fna_prepare-split125N.fna,ASM516308v1,emm123,Streptococcus pyogenes emm123
GCF_005163245.1,PRJNA224116,SAMN10793300,,,na,,1314,1314,Streptococcus pyogenes,strain=emm54,,latest,Complete Genome,Major,Full,2019/05/06,ASM516324v1,University of Melbourne,GCA_005163245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/163/245/GCF_005163245.1_ASM516324v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005163245.1/GCF_005163245.1_ASM516324v1_genomic.fna.gz,STPY.0321.00095,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005163245.1_ASM516324v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005163245.1_ASM516324v1_genomic.fna_prepare-split125N.fna,1742565,1,1,GCF_005163245.1_ASM516324v1_genomic.fna_prepare-split125N.fna,ASM516324v1,emm54,Streptococcus pyogenes emm54
GCF_005163385.1,PRJNA224116,SAMN10793325,,,na,,1314,1314,Streptococcus pyogenes,strain=emmNA,,latest,Complete Genome,Major,Full,2019/05/06,ASM516338v1,University of Melbourne,GCA_005163385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/163/385/GCF_005163385.1_ASM516338v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005163385.1/GCF_005163385.1_ASM516338v1_genomic.fna.gz,STPY.0321.00096,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005163385.1_ASM516338v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005163385.1_ASM516338v1_genomic.fna_prepare-split125N.fna,1788166,1,1,GCF_005163385.1_ASM516338v1_genomic.fna_prepare-split125N.fna,ASM516338v1,emmNA,Streptococcus pyogenes emmNA
GCF_005163565.1,PRJNA224116,SAMN10793322,,,na,,1314,1314,Streptococcus pyogenes,strain=emm11,,latest,Complete Genome,Major,Full,2019/05/06,ASM516356v1,University of Melbourne,GCA_005163565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/163/565/GCF_005163565.1_ASM516356v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005163565.1/GCF_005163565.1_ASM516356v1_genomic.fna.gz,STPY.0321.00097,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005163565.1_ASM516356v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005163565.1_ASM516356v1_genomic.fna_prepare-split125N.fna,1809631,1,1,GCF_005163565.1_ASM516356v1_genomic.fna_prepare-split125N.fna,ASM516356v1,emm11,Streptococcus pyogenes emm11
GCF_005163705.1,PRJNA224116,SAMN10793321,,,na,,1314,1314,Streptococcus pyogenes,strain=emm65,,latest,Complete Genome,Major,Full,2019/05/06,ASM516370v1,University of Melbourne,GCA_005163705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/163/705/GCF_005163705.1_ASM516370v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005163705.1/GCF_005163705.1_ASM516370v1_genomic.fna.gz,STPY.0321.00098,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005163705.1_ASM516370v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005163705.1_ASM516370v1_genomic.fna_prepare-split125N.fna,1789855,1,1,GCF_005163705.1_ASM516370v1_genomic.fna_prepare-split125N.fna,ASM516370v1,emm65,Streptococcus pyogenes emm65
GCF_005163865.1,PRJNA224116,SAMN10793320,,,na,,1314,1314,Streptococcus pyogenes,strain=emm75.1,,latest,Complete Genome,Major,Full,2019/05/06,ASM516386v1,University of Melbourne,GCA_005163865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/163/865/GCF_005163865.1_ASM516386v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005163865.1/GCF_005163865.1_ASM516386v1_genomic.fna.gz,STPY.0321.00099,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005163865.1_ASM516386v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005163865.1_ASM516386v1_genomic.fna_prepare-split125N.fna,1887700,1,1,GCF_005163865.1_ASM516386v1_genomic.fna_prepare-split125N.fna,ASM516386v1,emm75.1,Streptococcus pyogenes emm75.1
GCF_005164025.1,PRJNA224116,SAMN10793318,,,na,,1314,1314,Streptococcus pyogenes,strain=emm89.14,,latest,Complete Genome,Major,Full,2019/05/06,ASM516402v1,University of Melbourne,GCA_005164025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/164/025/GCF_005164025.1_ASM516402v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005164025.1/GCF_005164025.1_ASM516402v1_genomic.fna.gz,STPY.0321.00100,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005164025.1_ASM516402v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005164025.1_ASM516402v1_genomic.fna_prepare-split125N.fna,1806344,1,1,GCF_005164025.1_ASM516402v1_genomic.fna_prepare-split125N.fna,ASM516402v1,emm89.14,Streptococcus pyogenes emm89.14
GCF_005164305.1,PRJNA224116,SAMN10793315,,,na,,1314,1314,Streptococcus pyogenes,strain=emm77,,latest,Complete Genome,Major,Full,2019/05/06,ASM516430v1,University of Melbourne,GCA_005164305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/164/305/GCF_005164305.1_ASM516430v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005164305.1/GCF_005164305.1_ASM516430v1_genomic.fna.gz,STPY.0321.00102,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005164305.1_ASM516430v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005164305.1_ASM516430v1_genomic.fna_prepare-split125N.fna,1806314,1,1,GCF_005164305.1_ASM516430v1_genomic.fna_prepare-split125N.fna,ASM516430v1,emm77,Streptococcus pyogenes emm77
GCF_005164585.1,PRJNA224116,SAMN10793313,,,na,,1314,1314,Streptococcus pyogenes,strain=emm1,,latest,Complete Genome,Major,Full,2019/05/06,ASM516458v1,University of Melbourne,GCA_005164585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/164/585/GCF_005164585.1_ASM516458v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005164585.1/GCF_005164585.1_ASM516458v1_genomic.fna.gz,STPY.0321.00101,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005164585.1_ASM516458v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005164585.1_ASM516458v1_genomic.fna_prepare-split125N.fna,1834762,1,1,GCF_005164585.1_ASM516458v1_genomic.fna_prepare-split125N.fna,ASM516458v1,emm1,Streptococcus pyogenes emm1
GCF_005164705.1,PRJNA224116,SAMN10793312,,,na,,1314,1314,Streptococcus pyogenes,strain=emm25,,latest,Complete Genome,Major,Full,2019/05/06,ASM516470v1,University of Melbourne,GCA_005164705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/164/705/GCF_005164705.1_ASM516470v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005164705.1/GCF_005164705.1_ASM516470v1_genomic.fna.gz,STPY.0321.00103,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005164705.1_ASM516470v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005164705.1_ASM516470v1_genomic.fna_prepare-split125N.fna,1835714,1,1,GCF_005164705.1_ASM516470v1_genomic.fna_prepare-split125N.fna,ASM516470v1,emm25,Streptococcus pyogenes emm25
GCF_005164885.1,PRJNA224116,SAMN10793310,,,na,,1314,1314,Streptococcus pyogenes,strain=emm90.5,,latest,Complete Genome,Major,Full,2019/05/06,ASM516488v1,University of Melbourne,GCA_005164885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/164/885/GCF_005164885.1_ASM516488v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005164885.1/GCF_005164885.1_ASM516488v1_genomic.fna.gz,STPY.0321.00104,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005164885.1_ASM516488v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005164885.1_ASM516488v1_genomic.fna_prepare-split125N.fna,1764969,1,1,GCF_005164885.1_ASM516488v1_genomic.fna_prepare-split125N.fna,ASM516488v1,emm90.5,Streptococcus pyogenes emm90.5
GCF_005165045.1,PRJNA224116,SAMN10793309,,,na,,1314,1314,Streptococcus pyogenes,strain=emm92,,latest,Complete Genome,Major,Full,2019/05/06,ASM516504v1,University of Melbourne,GCA_005165045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/165/045/GCF_005165045.1_ASM516504v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005165045.1/GCF_005165045.1_ASM516504v1_genomic.fna.gz,STPY.0321.00105,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005165045.1_ASM516504v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005165045.1_ASM516504v1_genomic.fna_prepare-split125N.fna,1758778,1,1,GCF_005165045.1_ASM516504v1_genomic.fna_prepare-split125N.fna,ASM516504v1,emm92,Streptococcus pyogenes emm92
GCF_005165265.1,PRJNA224116,SAMN10793301,,,na,,1314,1314,Streptococcus pyogenes,strain=emm100,,latest,Complete Genome,Major,Full,2019/05/06,ASM516526v1,University of Melbourne,GCA_005165265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/165/265/GCF_005165265.1_ASM516526v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005165265.1/GCF_005165265.1_ASM516526v1_genomic.fna.gz,STPY.0321.00106,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005165265.1_ASM516526v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005165265.1_ASM516526v1_genomic.fna_prepare-split125N.fna,1839531,1,1,GCF_005165265.1_ASM516526v1_genomic.fna_prepare-split125N.fna,ASM516526v1,emm100,Streptococcus pyogenes emm100
GCF_005165385.1,PRJNA224116,SAMN10793299,,,na,,1314,1314,Streptococcus pyogenes,strain=emm197,,latest,Complete Genome,Major,Full,2019/05/06,ASM516538v1,University of Melbourne,GCA_005165385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/165/385/GCF_005165385.1_ASM516538v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005165385.1/GCF_005165385.1_ASM516538v1_genomic.fna.gz,STPY.0321.00107,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005165385.1_ASM516538v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005165385.1_ASM516538v1_genomic.fna_prepare-split125N.fna,1797172,1,1,GCF_005165385.1_ASM516538v1_genomic.fna_prepare-split125N.fna,ASM516538v1,emm197,Streptococcus pyogenes emm197
GCF_005222545.1,PRJNA224116,SAMN10793308,,,na,,1314,1314,Streptococcus pyogenes,strain=emm68.2,,latest,Complete Genome,Major,Full,2019/05/06,ASM522254v1,University of Melbourne,GCA_005222545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/222/545/GCF_005222545.1_ASM522254v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005222545.1/GCF_005222545.1_ASM522254v1_genomic.fna.gz,STPY.0321.00109,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005222545.1_ASM522254v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_005222545.1_ASM522254v1_genomic.fna_prepare-split125N.fna,1747924,1,1,GCF_005222545.1_ASM522254v1_genomic.fna_prepare-split125N.fna,ASM522254v1,emm68.2,Streptococcus pyogenes emm68.2
GCF_006364235.1,PRJNA224116,SAMN11056489,,,na,assembly from type material,1314,1314,Streptococcus pyogenes,strain=FDAARGOS_774,,latest,Complete Genome,Major,Full,2019/06/19,ASM636423v1,US Food and Drug Administration,GCA_006364235.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/364/235/GCF_006364235.1_ASM636423v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_006364235.1/GCF_006364235.1_ASM636423v1_genomic.fna.gz,STPY.0321.00110,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_006364235.1_ASM636423v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_006364235.1_ASM636423v1_genomic.fna_prepare-split125N.fna,1914862,1,1,GCF_006364235.1_ASM636423v1_genomic.fna_prepare-split125N.fna,ASM636423v1,FDAARGOS_774,Streptococcus pyogenes FDAARGOS_774
GCF_006740645.1,PRJNA224116,SAMD00034931,,,na,,1314,1314,Streptococcus pyogenes,strain=10-85,,latest,Complete Genome,Major,Full,2019/06/12,ASM674064v2,Nagoya City University,GCA_006740645.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/740/645/GCF_006740645.1_ASM674064v2,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_006740645.1/GCF_006740645.1_ASM674064v2_genomic.fna.gz,STPY.0321.00111,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_006740645.1_ASM674064v2_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_006740645.1_ASM674064v2_genomic.fna_prepare-split125N.fna,1778005,1,1,GCF_006740645.1_ASM674064v2_genomic.fna_prepare-split125N.fna,ASM674064v2,10-85,Streptococcus pyogenes 10-85
GCF_008694005.1,PRJNA224116,SAMN11056383,,,na,,1314,1314,Streptococcus pyogenes,strain=FDAARGOS_668,,latest,Complete Genome,Major,Full,2019/09/25,ASM869400v1,US Food and Drug Administration,GCA_008694005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/694/005/GCF_008694005.1_ASM869400v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_008694005.1/GCF_008694005.1_ASM869400v1_genomic.fna.gz,STPY.0321.00219,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_008694005.1_ASM869400v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_008694005.1_ASM869400v1_genomic.fna_prepare-split125N.fna,1841346,4,1,GCF_008694005.1_ASM869400v1_genomic.fna_prepare-split125N.fna,ASM869400v1,FDAARGOS_668,Streptococcus pyogenes FDAARGOS_668
GCF_009664495.1,PRJNA224116,SAMN13191653,,,na,,1314,1314,Streptococcus pyogenes,strain=AUSMDU00010539,,latest,Complete Genome,Major,Full,2019/11/17,ASM966449v1,Microbiological Diagnostic Unit,GCA_009664495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/664/495/GCF_009664495.1_ASM966449v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_009664495.1/GCF_009664495.1_ASM966449v1_genomic.fna.gz,STPY.0321.00112,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_009664495.1_ASM966449v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_009664495.1_ASM966449v1_genomic.fna_prepare-split125N.fna,1746807,1,1,GCF_009664495.1_ASM966449v1_genomic.fna_prepare-split125N.fna,ASM966449v1,AUSMDU00010539,Streptococcus pyogenes AUSMDU00010539
GCF_009738475.1,PRJNA224116,SAMN11029189,,,na,,1314,1314,Streptococcus pyogenes,strain=STAB09023,,latest,Complete Genome,Major,Full,2019/12/10,ASM973847v1,university of rennes1,GCA_009738475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/738/475/GCF_009738475.1_ASM973847v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_009738475.1/GCF_009738475.1_ASM973847v1_genomic.fna.gz,STPY.0321.00113,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_009738475.1_ASM973847v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_009738475.1_ASM973847v1_genomic.fna_prepare-split125N.fna,1741943,1,1,GCF_009738475.1_ASM973847v1_genomic.fna_prepare-split125N.fna,ASM973847v1,STAB09023,Streptococcus pyogenes STAB09023
GCF_009738495.1,PRJNA224116,SAMN11032819,,,na,,1314,1314,Streptococcus pyogenes,strain=STAB10048,,latest,Complete Genome,Major,Full,2019/12/10,ASM973849v1,university rennes1,GCA_009738495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/738/495/GCF_009738495.1_ASM973849v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_009738495.1/GCF_009738495.1_ASM973849v1_genomic.fna.gz,STPY.0321.00114,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_009738495.1_ASM973849v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_009738495.1_ASM973849v1_genomic.fna_prepare-split125N.fna,1742165,1,1,GCF_009738495.1_ASM973849v1_genomic.fna_prepare-split125N.fna,ASM973849v1,STAB10048,Streptococcus pyogenes STAB10048
GCF_009832845.1,PRJNA224116,SAMN13632409,,,na,,1314,1314,Streptococcus pyogenes,strain=1085,,latest,Complete Genome,Major,Full,2020/01/07,ASM983284v1,"Post Graduate Institute of Medical Education & Research (PGIMER), Chandigarh",GCA_009832845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/832/845/GCF_009832845.1_ASM983284v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_009832845.1/GCF_009832845.1_ASM983284v1_genomic.fna.gz,STPY.0321.00115,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_009832845.1_ASM983284v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_009832845.1_ASM983284v1_genomic.fna_prepare-split125N.fna,2010300,1,1,GCF_009832845.1_ASM983284v1_genomic.fna_prepare-split125N.fna,ASM983284v1,1085,Streptococcus pyogenes 1085
GCF_011290565.1,PRJNA224116,SAMN14260617,,,na,,1314,1314,Streptococcus pyogenes,strain=1040,,latest,Complete Genome,Major,Full,2020/03/15,ASM1129056v1,"Post Graduate Institute of Medical Education & Research (PGIMER), Chandigarh",GCA_011290565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/290/565/GCF_011290565.1_ASM1129056v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_011290565.1/GCF_011290565.1_ASM1129056v1_genomic.fna.gz,STPY.0321.00116,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_011290565.1_ASM1129056v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_011290565.1_ASM1129056v1_genomic.fna_prepare-split125N.fna,1832686,1,1,GCF_011290565.1_ASM1129056v1_genomic.fna_prepare-split125N.fna,ASM1129056v1,1040,Streptococcus pyogenes 1040
GCF_012572265.1,PRJNA224116,SAMN12657656,,,na,,1314,1314,Streptococcus pyogenes,strain=MGAS2221,,latest,Complete Genome,Major,Full,2020/04/20,ASM1257226v1,Houston Methodist Research Institute,GCA_012572265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/572/265/GCF_012572265.1_ASM1257226v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_012572265.1/GCF_012572265.1_ASM1257226v1_genomic.fna.gz,STPY.0321.00117,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_012572265.1_ASM1257226v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_012572265.1_ASM1257226v1_genomic.fna_prepare-split125N.fna,1835779,1,1,GCF_012572265.1_ASM1257226v1_genomic.fna_prepare-split125N.fna,ASM1257226v1,MGAS2221,Streptococcus pyogenes MGAS2221
GCF_013306985.1,PRJNA224116,SAMN14547667,,,na,,1314,1314,Streptococcus pyogenes,strain=4063-05,,latest,Complete Genome,Major,Full,2020/06/09,ASM1330698v1,"College of Medicine, National Taiwan University",GCA_013306985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/306/985/GCF_013306985.1_ASM1330698v1,./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_013306985.1/GCF_013306985.1_ASM1330698v1_genomic.fna.gz,STPY.0321.00118,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_013306985.1_ASM1330698v1_genomic.fna_prepare-split125N.fna,Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_013306985.1_ASM1330698v1_genomic.fna_prepare-split125N.fna,1890399,1,1,GCF_013306985.1_ASM1330698v1_genomic.fna_prepare-split125N.fna,ASM1330698v1,4063-05,Streptococcus pyogenes 4063-05
