block,species,chr,chr_beg,chr_end,orientation
114,STPY.0321.00213,1,362312,371255,-
114,STPY.0321.00216,1,1554736,1563690,+
114,STPY.0321.00197,1,373781,382726,-
114,STPY.0321.00203,1,347529,356475,-
114,STPY.0321.00218,1,1479373,1488317,+
114,STPY.0321.00204,1,343794,352736,-
114,STPY.0321.00199,1,332098,341052,-
114,STPY.0321.00110,1,1402167,1411110,-
114,STPY.0321.00200,1,371657,380603,-
114,STPY.0321.00099,1,1516303,1525139,+
114,STPY.0321.00051,1,1567021,1575953,+
114,STPY.0321.00198,1,1555694,1564647,+
114,STPY.0321.00128,1,374055,382996,-
114,STPY.0321.00033,1,344725,353659,-
114,STPY.0321.00130,1,374055,382996,-
114,STPY.0321.00129,1,374056,382997,-
114,STPY.0321.00127,1,1491685,1500623,+
114,STPY.0321.00208,1,337533,346476,-
114,STPY.0321.00068,1,1481258,1490200,+
114,STPY.0321.00050,1,425969,434905,-
114,STPY.0321.00201,1,342243,351186,-
114,STPY.0321.00056,1,1483272,1492214,+
114,STPY.0321.00133,1,338439,347385,-
114,STPY.0321.00134,1,1460016,1468959,+
114,STPY.0321.00078,1,1482390,1491332,+
114,STPY.0321.00132,1,1550501,1559449,+
114,STPY.0321.00115,1,1736128,1745071,+
114,STPY.0321.00001,1,337790,346749,-
114,STPY.0321.00053,1,343082,352024,-
114,STPY.0321.00090,1,1488734,1497681,+
114,STPY.0321.00202,1,342984,351926,-
114,STPY.0321.00048,1,355444,364379,-
114,STPY.0321.00113,1,337481,346440,-
114,STPY.0321.00114,1,337556,346515,-
114,STPY.0321.00121,1,343453,352412,-
114,STPY.0321.00137,1,338178,347124,-
114,STPY.0321.00161,1,343361,352309,-
114,STPY.0321.00007,1,1561409,1570363,+
114,STPY.0321.00205,1,341655,350603,-
114,STPY.0321.00131,1,360756,369698,-
114,STPY.0321.00147,1,1443488,1452436,+
114,STPY.0321.00126,1,335476,344423,-
114,STPY.0321.00098,1,1473254,1482199,+
114,STPY.0321.00116,1,881303,890246,-
114,STPY.0321.00156,1,371274,380222,-
114,STPY.0321.00187,1,340901,349848,-
114,STPY.0321.00120,1,1461729,1470668,+
114,STPY.0321.00100,1,1440755,1449703,+
114,STPY.0321.00032,1,1522493,1531434,+
114,STPY.0321.00195,1,341615,350558,-
114,STPY.0321.00084,1,1420760,1429707,+
114,STPY.0321.00215,1,337114,346044,-
114,STPY.0321.00148,1,362801,371750,-
114,STPY.0321.00104,1,361375,370323,-
114,STPY.0321.00171,1,343751,352698,-
114,STPY.0321.00003,1,1555198,1564152,+
114,STPY.0321.00162,1,382715,391663,-
114,STPY.0321.00160,1,343681,352641,-
114,STPY.0321.00142,1,1500927,1509871,+
114,STPY.0321.00063,1,346232,355171,-
114,STPY.0321.00107,1,1457993,1466940,+
114,STPY.0321.00140,1,330702,339645,-
114,STPY.0321.00073,1,1483483,1492425,+
114,STPY.0321.00125,1,341447,350394,-
114,STPY.0321.00123,1,341475,350422,-
114,STPY.0321.00136,1,1385176,1394123,+
114,STPY.0321.00194,1,341207,350164,-
114,STPY.0321.00145,1,331905,340850,-
114,STPY.0321.00059,1,340208,349144,-
114,STPY.0321.00135,1,1506565,1515512,+
114,STPY.0321.00151,1,1432635,1441582,+
114,STPY.0321.00005,1,342688,351630,-
114,STPY.0321.00206,1,339135,348089,-
114,STPY.0321.00139,1,158998,167945,-
114,STPY.0321.00143,1,356644,365591,-
114,STPY.0321.00176,1,1571476,1580425,+
114,STPY.0321.00088,1,1525425,1534367,+
114,STPY.0321.00163,1,1523250,1532192,+
114,STPY.0321.00174,1,347265,356211,-
114,STPY.0321.00037,1,345871,354807,-
114,STPY.0321.00153,1,1160879,1169825,+
114,STPY.0321.00044,1,329280,338239,-
114,STPY.0321.00164,1,343092,352034,-
114,STPY.0321.00060,1,337627,346448,-
114,STPY.0321.00166,1,1546783,1555722,+
114,STPY.0321.00192,1,1632061,1641008,-
114,STPY.0321.00193,1,1491790,1500731,+
114,STPY.0321.00154,1,1463378,1472322,+
114,STPY.0321.00055,1,346764,355703,-
114,STPY.0321.00155,1,1405424,1414369,+
114,STPY.0321.00074,1,1483704,1492646,+
114,STPY.0321.00167,1,1453763,1462709,+
114,STPY.0321.00112,1,342386,351345,-
114,STPY.0321.00169,1,334569,343515,-
114,STPY.0321.00144,1,348278,357214,-
114,STPY.0321.00157,1,1550079,1559007,+
114,STPY.0321.00168,1,344348,353289,-
114,STPY.0321.00041,1,1566503,1575445,+
114,STPY.0321.00146,1,1488156,1497121,+
114,STPY.0321.00119,1,1481153,1490095,+
114,STPY.0321.00118,1,1531425,1540307,+
114,STPY.0321.00049,1,1536697,1545639,+
114,STPY.0321.00046,1,337689,346648,-
114,STPY.0321.00043,1,1482928,1491870,+
114,STPY.0321.00152,1,343408,352353,-
114,STPY.0321.00141,1,351682,360624,-
114,STPY.0321.00038,1,390927,399870,+
114,STPY.0321.00117,1,366970,375913,-
114,STPY.0321.00122,1,345787,354729,-
114,STPY.0321.00042,1,337910,346870,-
114,STPY.0321.00028,1,341410,350367,-
114,STPY.0321.00019,1,1427187,1436131,+
114,STPY.0321.00092,1,329716,338658,-
114,STPY.0321.00124,1,1573216,1582163,+
114,STPY.0321.00207,1,342030,350976,-
114,STPY.0321.00209,1,337533,346476,-
114,STPY.0321.00214,1,342234,351177,-
114,STPY.0321.00191,1,1562847,1571792,+
114,STPY.0321.00211,1,331939,340886,-
114,STPY.0321.00138,1,1449201,1458147,+
114,STPY.0321.00002,1,1334290,1343235,-
114,STPY.0321.00212,1,331937,340884,-
114,STPY.0321.00210,1,1577953,1586899,+
114,STPY.0321.00173,1,324058,333008,-
114,STPY.0321.00175,1,339888,348833,-
114,STPY.0321.00172,1,1477690,1486518,+
114,STPY.0321.00170,1,351609,360551,-
114,STPY.0321.00069,1,342919,351861,-
114,STPY.0321.00179,1,1428770,1437715,+
114,STPY.0321.00182,1,343547,352506,-
114,STPY.0321.00189,1,351601,360543,-
114,STPY.0321.00010,1,331078,340022,-
114,STPY.0321.00024,1,1481227,1490169,+
114,STPY.0321.00058,1,1522822,1531764,+
114,STPY.0321.00021,1,1361425,1370370,+
114,STPY.0321.00159,1,1531602,1540549,+
114,STPY.0321.00178,1,342313,351258,-
114,STPY.0321.00188,1,366690,375633,-
114,STPY.0321.00040,1,339129,348083,-
114,STPY.0321.00106,1,375645,384592,-
114,STPY.0321.00017,1,345788,354730,-
114,STPY.0321.00186,1,360639,369582,-
114,STPY.0321.00111,1,362561,371504,-
114,STPY.0321.00030,1,332218,341160,-
114,STPY.0321.00185,1,342236,351179,-
114,STPY.0321.00190,1,1483852,1492794,+
114,STPY.0321.00180,1,1467037,1475984,+
114,STPY.0321.00181,1,333078,342019,-
114,STPY.0321.00023,1,1526419,1535361,+
114,STPY.0321.00184,1,1453172,1462115,+
114,STPY.0321.00183,1,345873,354812,-
114,STPY.0321.00165,1,344377,353324,-
114,STPY.0321.00047,1,1523798,1532730,+
114,STPY.0321.00095,1,331531,340478,-
114,STPY.0321.00039,1,1477782,1486724,+
114,STPY.0321.00036,1,1606876,1615833,+
114,STPY.0321.00076,1,1524762,1533704,+
114,STPY.0321.00035,1,358277,367221,-
114,STPY.0321.00027,1,342862,351804,-
114,STPY.0321.00031,1,351537,360479,-
114,STPY.0321.00034,1,342218,351162,-
114,STPY.0321.00158,1,1246954,1255895,+
114,STPY.0321.00052,1,1534819,1543761,+
114,STPY.0321.00029,1,366890,375833,-
114,STPY.0321.00054,1,1524500,1533442,+
114,STPY.0321.00150,1,338439,347385,-
114,STPY.0321.00177,1,1430630,1439573,+
114,STPY.0321.00011,1,341136,350083,-
114,STPY.0321.00009,1,1508795,1517726,+
114,STPY.0321.00020,1,341126,350073,-
114,STPY.0321.00008,1,331939,340886,-
114,STPY.0321.00013,1,1527901,1536855,+
114,STPY.0321.00014,1,343700,352659,-
114,STPY.0321.00018,1,341147,350094,-
114,STPY.0321.00012,1,347469,356415,-
114,STPY.0321.00081,1,384930,393871,-
114,STPY.0321.00045,1,342990,351932,-
114,STPY.0321.00004,1,1564881,1573824,+
114,STPY.0321.00006,1,1508424,1517365,+
114,STPY.0321.00196,1,1490994,1499935,+
114,STPY.0321.00015,1,343276,352214,-
114,STPY.0321.00025,1,1486296,1495239,+
114,STPY.0321.00022,1,1482029,1490972,+
114,STPY.0321.00149,1,343565,352504,-
114,STPY.0321.00026,1,341999,350942,-
114,STPY.0321.00016,1,375071,384017,-
115,STPY.0321.00072,1,1489938,1494979,+
115,STPY.0321.00071,1,1531001,1536042,+
115,STPY.0321.00070,1,1481592,1486633,+
115,STPY.0321.00079,1,342090,347287,-
115,STPY.0321.00080,1,372842,378045,-
115,STPY.0321.00062,1,1490686,1495727,+
115,STPY.0321.00061,1,1558837,1564039,+
115,STPY.0321.00082,1,342144,347344,-
115,STPY.0321.00057,1,1558837,1564039,+
115,STPY.0321.00067,1,344181,349383,-
115,STPY.0321.00065,1,1531473,1536514,+
115,STPY.0321.00066,1,342090,347287,-
115,STPY.0321.00064,1,325095,330297,-
115,STPY.0321.00077,1,1546958,1551999,+
115,STPY.0321.00101,1,361362,366562,-
115,STPY.0321.00102,1,337413,342615,-
115,STPY.0321.00108,1,1570754,1575955,+
115,STPY.0321.00103,1,333024,338225,-
115,STPY.0321.00109,1,1408587,1413787,+
115,STPY.0321.00105,1,332328,337375,-
115,STPY.0321.00087,1,1442111,1447313,+
115,STPY.0321.00097,1,337022,342222,-
115,STPY.0321.00089,1,334137,339344,-
115,STPY.0321.00075,1,1490697,1495738,+
115,STPY.0321.00083,1,377416,382618,-
115,STPY.0321.00086,1,413452,418652,-
115,STPY.0321.00085,1,1460053,1465095,+
115,STPY.0321.00094,1,339615,344815,-
115,STPY.0321.00096,1,325591,330630,-
115,STPY.0321.00093,1,325424,330626,-
115,STPY.0321.00091,1,359068,364268,-
115,STPY.0321.00217,1,1265837,1271038,-
115,STPY.0321.00219,1,460529,465726,+
115,STPY.0321.00213,1,357022,362223,-
115,STPY.0321.00216,1,1563779,1568980,+
115,STPY.0321.00197,1,368491,373692,-
115,STPY.0321.00203,1,342243,347440,-
115,STPY.0321.00218,1,1488406,1493609,+
115,STPY.0321.00204,1,338503,343705,-
115,STPY.0321.00199,1,326808,332009,-
115,STPY.0321.00110,1,1396877,1402078,-
115,STPY.0321.00200,1,366365,371565,-
115,STPY.0321.00099,1,1525228,1530269,+
115,STPY.0321.00051,1,1576042,1581083,+
115,STPY.0321.00198,1,1564736,1569937,+
115,STPY.0321.00128,1,368787,373963,-
115,STPY.0321.00033,1,336656,341853,-
115,STPY.0321.00130,1,368787,373963,-
115,STPY.0321.00129,1,368788,373964,-
115,STPY.0321.00127,1,1500712,1505913,+
115,STPY.0321.00208,1,332241,337444,-
115,STPY.0321.00068,1,1490289,1495330,+
115,STPY.0321.00050,1,420676,425877,-
115,STPY.0321.00201,1,336953,342154,-
115,STPY.0321.00056,1,1492303,1497344,+
115,STPY.0321.00133,1,333148,338347,-
115,STPY.0321.00134,1,1469048,1474257,+
115,STPY.0321.00078,1,1491421,1496462,+
115,STPY.0321.00132,1,1559538,1564737,+
115,STPY.0321.00115,1,1745160,1750361,+
115,STPY.0321.00001,1,332499,337701,-
115,STPY.0321.00053,1,337952,342993,-
115,STPY.0321.00090,1,1497770,1502812,+
115,STPY.0321.00202,1,337854,342895,-
115,STPY.0321.00048,1,350153,355355,-
115,STPY.0321.00113,1,332190,337392,-
115,STPY.0321.00114,1,332265,337467,-
115,STPY.0321.00121,1,338162,343364,-
115,STPY.0321.00137,1,332887,338086,-
115,STPY.0321.00161,1,338072,343272,-
115,STPY.0321.00007,1,1570452,1575653,+
115,STPY.0321.00205,1,336365,341566,-
115,STPY.0321.00131,1,355466,360667,-
115,STPY.0321.00147,1,1452525,1457566,+
115,STPY.0321.00126,1,330186,335387,-
115,STPY.0321.00098,1,1482288,1487490,+
115,STPY.0321.00116,1,876013,881214,-
115,STPY.0321.00156,1,365986,371185,-
115,STPY.0321.00187,1,335611,340812,-
115,STPY.0321.00120,1,1470757,1475958,+
115,STPY.0321.00100,1,1449792,1454994,+
115,STPY.0321.00032,1,1531523,1536563,+
115,STPY.0321.00195,1,336325,341526,-
115,STPY.0321.00084,1,1429796,1434996,+
115,STPY.0321.00215,1,329046,334246,-
115,STPY.0321.00148,1,357512,362712,-
115,STPY.0321.00104,1,356086,361286,-
115,STPY.0321.00171,1,338462,343662,-
115,STPY.0321.00003,1,1564241,1569442,+
115,STPY.0321.00162,1,377427,382626,-
115,STPY.0321.00160,1,338390,343592,-
115,STPY.0321.00142,1,1509960,1515001,+
115,STPY.0321.00063,1,338163,343360,-
115,STPY.0321.00107,1,1467029,1472237,+
115,STPY.0321.00140,1,325411,330613,-
115,STPY.0321.00073,1,1492514,1497555,+
115,STPY.0321.00125,1,336157,341358,-
115,STPY.0321.00123,1,336185,341386,-
115,STPY.0321.00136,1,1394212,1399414,+
115,STPY.0321.00194,1,335918,341118,-
115,STPY.0321.00145,1,326616,331816,-
115,STPY.0321.00059,1,332139,337336,-
115,STPY.0321.00135,1,1515601,1520801,+
115,STPY.0321.00151,1,1441671,1446872,+
115,STPY.0321.00005,1,337558,342599,-
115,STPY.0321.00206,1,333846,339046,-
115,STPY.0321.00139,1,153709,158909,-
115,STPY.0321.00143,1,351353,356555,-
115,STPY.0321.00176,1,1580514,1585715,+
115,STPY.0321.00088,1,1534456,1539657,+
115,STPY.0321.00163,1,1532281,1537482,+
115,STPY.0321.00174,1,341979,347176,-
115,STPY.0321.00037,1,337802,342999,-
115,STPY.0321.00153,1,1169917,1175116,+
115,STPY.0321.00044,1,323989,329191,-
115,STPY.0321.00164,1,337802,343003,-
115,STPY.0321.00060,1,332497,337538,-
115,STPY.0321.00166,1,1555811,1561013,+
115,STPY.0321.00192,1,1626769,1631969,-
115,STPY.0321.00193,1,1500823,1505999,+
115,STPY.0321.00154,1,1472411,1477612,+
115,STPY.0321.00055,1,338695,343892,-
115,STPY.0321.00155,1,1414458,1419659,+
115,STPY.0321.00074,1,1492735,1497776,+
115,STPY.0321.00167,1,1462798,1468000,+
115,STPY.0321.00112,1,337095,342297,-
115,STPY.0321.00169,1,329279,334480,-
115,STPY.0321.00144,1,342985,348186,-
115,STPY.0321.00157,1,1561875,1567076,+
115,STPY.0321.00168,1,339054,344256,-
115,STPY.0321.00041,1,1575534,1580575,+
115,STPY.0321.00146,1,1497210,1502418,+
115,STPY.0321.00119,1,1490184,1495225,+
115,STPY.0321.00118,1,1540396,1545597,+
115,STPY.0321.00049,1,1545728,1550769,+
115,STPY.0321.00046,1,332398,337600,-
115,STPY.0321.00043,1,1491959,1497000,+
115,STPY.0321.00152,1,338118,343319,-
115,STPY.0321.00141,1,346391,351593,-
115,STPY.0321.00038,1,399959,405160,+
115,STPY.0321.00117,1,361680,366881,-
115,STPY.0321.00122,1,340659,345698,-
115,STPY.0321.00042,1,332619,337821,-
115,STPY.0321.00028,1,336119,341321,-
115,STPY.0321.00019,1,1436220,1441421,+
115,STPY.0321.00092,1,324580,329627,-
115,STPY.0321.00124,1,1582252,1587453,+
115,STPY.0321.00207,1,336731,341941,-
115,STPY.0321.00209,1,332241,337444,-
115,STPY.0321.00214,1,336944,342145,-
115,STPY.0321.00191,1,1571881,1577083,+
115,STPY.0321.00211,1,326647,331847,-
115,STPY.0321.00138,1,1458236,1463433,+
115,STPY.0321.00002,1,1329001,1334201,-
115,STPY.0321.00212,1,326644,331844,-
115,STPY.0321.00210,1,1586988,1592185,+
115,STPY.0321.00173,1,318765,323966,-
115,STPY.0321.00175,1,334599,339799,-
115,STPY.0321.00172,1,1486607,1491809,+
115,STPY.0321.00170,1,346318,351520,-
115,STPY.0321.00069,1,337789,342830,-
115,STPY.0321.00179,1,1437804,1442846,+
115,STPY.0321.00182,1,338256,343458,-
115,STPY.0321.00189,1,346310,351512,-
115,STPY.0321.00010,1,325788,330989,-
115,STPY.0321.00024,1,1490258,1495299,+
115,STPY.0321.00058,1,1531853,1536894,+
115,STPY.0321.00021,1,1370459,1375660,+
115,STPY.0321.00159,1,1540638,1545839,+
115,STPY.0321.00178,1,337022,342224,-
115,STPY.0321.00188,1,361400,366601,-
115,STPY.0321.00040,1,333840,339040,-
115,STPY.0321.00106,1,370356,375556,-
115,STPY.0321.00017,1,340660,345699,-
115,STPY.0321.00186,1,355350,360550,-
115,STPY.0321.00111,1,357271,362472,-
115,STPY.0321.00030,1,326929,332129,-
115,STPY.0321.00185,1,336946,342147,-
115,STPY.0321.00190,1,1492883,1497924,+
115,STPY.0321.00180,1,1476073,1481273,+
115,STPY.0321.00181,1,327789,332989,-
115,STPY.0321.00023,1,1535450,1540491,+
115,STPY.0321.00184,1,1462204,1467405,+
115,STPY.0321.00183,1,337804,343001,-
115,STPY.0321.00165,1,339086,344288,-
115,STPY.0321.00047,1,1532819,1537860,+
115,STPY.0321.00095,1,326240,331442,-
115,STPY.0321.00039,1,1486813,1491854,+
115,STPY.0321.00036,1,1615922,1621124,+
115,STPY.0321.00076,1,1533793,1538834,+
115,STPY.0321.00035,1,352984,358185,-
115,STPY.0321.00027,1,337732,342773,-
115,STPY.0321.00031,1,346246,351448,-
115,STPY.0321.00034,1,336928,342129,-
115,STPY.0321.00158,1,1255987,1261187,+
115,STPY.0321.00052,1,1543850,1548891,+
115,STPY.0321.00029,1,361600,366801,-
115,STPY.0321.00054,1,1533531,1538572,+
115,STPY.0321.00150,1,333148,338347,-
115,STPY.0321.00177,1,1439662,1444865,+
115,STPY.0321.00011,1,335846,341047,-
115,STPY.0321.00009,1,1517818,1523018,+
115,STPY.0321.00020,1,335836,341037,-
115,STPY.0321.00008,1,326647,331847,-
115,STPY.0321.00013,1,1536944,1542145,+
115,STPY.0321.00014,1,338409,343611,-
115,STPY.0321.00018,1,335857,341058,-
115,STPY.0321.00012,1,342183,347380,-
115,STPY.0321.00081,1,379639,384841,-
115,STPY.0321.00045,1,337860,342901,-
115,STPY.0321.00004,1,1573913,1579114,+
115,STPY.0321.00006,1,1517457,1522657,+
115,STPY.0321.00196,1,1500027,1505203,+
115,STPY.0321.00015,1,337985,343187,-
115,STPY.0321.00025,1,1495328,1500528,+
115,STPY.0321.00022,1,1491061,1496102,+
115,STPY.0321.00149,1,338275,343476,-
115,STPY.0321.00026,1,336709,341910,-
115,STPY.0321.00016,1,369785,374982,-
116,STPY.0321.00072,1,1494980,1500748,+
116,STPY.0321.00071,1,1536043,1541811,+
116,STPY.0321.00070,1,1486634,1492402,+
116,STPY.0321.00079,1,334991,340774,-
116,STPY.0321.00080,1,367074,372840,-
116,STPY.0321.00062,1,1495728,1501496,+
116,STPY.0321.00061,1,1564040,1569805,+
116,STPY.0321.00082,1,336378,342142,-
116,STPY.0321.00057,1,1564040,1569805,+
116,STPY.0321.00067,1,338412,344179,-
116,STPY.0321.00065,1,1536515,1542283,+
116,STPY.0321.00066,1,334991,340774,-
116,STPY.0321.00064,1,319329,325093,-
116,STPY.0321.00077,1,1552000,1557768,+
116,STPY.0321.00101,1,355596,361360,-
116,STPY.0321.00102,1,331644,337411,-
116,STPY.0321.00108,1,1575956,1581720,+
116,STPY.0321.00103,1,327259,333022,-
116,STPY.0321.00109,1,1413788,1419553,+
116,STPY.0321.00105,1,326563,332326,-
116,STPY.0321.00087,1,1447314,1453081,+
116,STPY.0321.00097,1,331256,337020,-
116,STPY.0321.00089,1,328372,334135,-
116,STPY.0321.00075,1,1495739,1501507,+
116,STPY.0321.00083,1,371647,377414,-
116,STPY.0321.00086,1,407683,413450,-
116,STPY.0321.00085,1,1465096,1470861,+
116,STPY.0321.00094,1,333846,339613,-
116,STPY.0321.00096,1,319825,325589,-
116,STPY.0321.00093,1,319658,325422,-
116,STPY.0321.00091,1,353302,359066,-
116,STPY.0321.00217,1,1260072,1265835,-
116,STPY.0321.00219,1,467042,472825,+
116,STPY.0321.00213,1,351256,357020,-
116,STPY.0321.00216,1,1568981,1574745,+
116,STPY.0321.00197,1,362723,368489,-
116,STPY.0321.00203,1,335144,340927,-
116,STPY.0321.00218,1,1493610,1499374,+
116,STPY.0321.00204,1,332739,338501,-
116,STPY.0321.00199,1,321043,326806,-
116,STPY.0321.00110,1,1391111,1396875,-
116,STPY.0321.00200,1,360600,366363,-
116,STPY.0321.00099,1,1530270,1536034,+
116,STPY.0321.00051,1,1581084,1586852,+
116,STPY.0321.00198,1,1569938,1575702,+
116,STPY.0321.00128,1,363019,368785,-
116,STPY.0321.00033,1,330889,336654,-
116,STPY.0321.00130,1,363019,368785,-
116,STPY.0321.00129,1,363020,368786,-
116,STPY.0321.00127,1,1505914,1511682,+
116,STPY.0321.00208,1,326476,332239,-
116,STPY.0321.00068,1,1495331,1501099,+
116,STPY.0321.00050,1,414911,420674,-
116,STPY.0321.00201,1,331187,336951,-
116,STPY.0321.00056,1,1497345,1503113,+
116,STPY.0321.00133,1,327381,333146,-
116,STPY.0321.00134,1,1474258,1480026,+
116,STPY.0321.00078,1,1496463,1502231,+
116,STPY.0321.00132,1,1564738,1570507,+
116,STPY.0321.00115,1,1750362,1756126,+
116,STPY.0321.00001,1,326730,332497,-
116,STPY.0321.00053,1,332183,337950,-
116,STPY.0321.00090,1,1502813,1508577,+
116,STPY.0321.00202,1,332085,337852,-
116,STPY.0321.00048,1,344387,350151,-
116,STPY.0321.00113,1,326421,332188,-
116,STPY.0321.00114,1,326496,332263,-
116,STPY.0321.00121,1,332393,338160,-
116,STPY.0321.00137,1,327120,332885,-
116,STPY.0321.00161,1,332306,338070,-
116,STPY.0321.00007,1,1575654,1581418,+
116,STPY.0321.00205,1,330596,336363,-
116,STPY.0321.00131,1,349700,355464,-
116,STPY.0321.00147,1,1457567,1463332,+
116,STPY.0321.00126,1,324417,330184,-
116,STPY.0321.00098,1,1487491,1493256,+
116,STPY.0321.00116,1,870247,876011,-
116,STPY.0321.00156,1,360216,365984,-
116,STPY.0321.00187,1,329842,335609,-
116,STPY.0321.00120,1,1475959,1481726,+
116,STPY.0321.00100,1,1454995,1460764,+
116,STPY.0321.00032,1,1536564,1542332,+
116,STPY.0321.00195,1,330559,336323,-
116,STPY.0321.00084,1,1434997,1440762,+
116,STPY.0321.00215,1,323280,329044,-
116,STPY.0321.00148,1,351743,357510,-
116,STPY.0321.00104,1,350320,356084,-
116,STPY.0321.00171,1,332695,338460,-
116,STPY.0321.00003,1,1569443,1575207,+
116,STPY.0321.00162,1,371657,377425,-
116,STPY.0321.00160,1,332621,338388,-
116,STPY.0321.00142,1,1515002,1520768,+
116,STPY.0321.00063,1,332395,338161,-
116,STPY.0321.00107,1,1472238,1478004,+
116,STPY.0321.00140,1,319643,325409,-
116,STPY.0321.00073,1,1497556,1503324,+
116,STPY.0321.00125,1,330388,336155,-
116,STPY.0321.00123,1,330416,336183,-
116,STPY.0321.00136,1,1399415,1405180,+
116,STPY.0321.00194,1,330152,335916,-
116,STPY.0321.00145,1,320846,326614,-
116,STPY.0321.00059,1,326371,332137,-
116,STPY.0321.00135,1,1520802,1526567,+
116,STPY.0321.00151,1,1446873,1452641,+
116,STPY.0321.00005,1,331789,337556,-
116,STPY.0321.00206,1,328078,333844,-
116,STPY.0321.00139,1,147940,153707,-
116,STPY.0321.00143,1,345584,351351,-
116,STPY.0321.00176,1,1585716,1591484,+
116,STPY.0321.00088,1,1539658,1545425,+
116,STPY.0321.00163,1,1537483,1543250,+
116,STPY.0321.00174,1,334880,340663,-
116,STPY.0321.00037,1,332034,337800,-
116,STPY.0321.00153,1,1175117,1180883,+
116,STPY.0321.00044,1,318220,323987,-
116,STPY.0321.00164,1,332038,337800,-
116,STPY.0321.00060,1,326731,332495,-
116,STPY.0321.00166,1,1561014,1566783,+
116,STPY.0321.00192,1,1621004,1626767,-
116,STPY.0321.00193,1,1506000,1511767,+
116,STPY.0321.00154,1,1477613,1483380,+
116,STPY.0321.00055,1,332927,338693,-
116,STPY.0321.00155,1,1419660,1425428,+
116,STPY.0321.00074,1,1497777,1503545,+
116,STPY.0321.00167,1,1468001,1473768,+
116,STPY.0321.00112,1,331326,337093,-
116,STPY.0321.00169,1,323511,329277,-
116,STPY.0321.00144,1,337220,342983,-
116,STPY.0321.00157,1,1567077,1572841,+
116,STPY.0321.00168,1,333285,339052,-
116,STPY.0321.00041,1,1580576,1586344,+
116,STPY.0321.00146,1,1502419,1508187,+
116,STPY.0321.00119,1,1495226,1500994,+
116,STPY.0321.00118,1,1545598,1551366,+
116,STPY.0321.00049,1,1550770,1556538,+
116,STPY.0321.00046,1,326629,332396,-
116,STPY.0321.00043,1,1497001,1502769,+
116,STPY.0321.00152,1,332352,338116,-
116,STPY.0321.00141,1,340626,346389,-
116,STPY.0321.00038,1,405161,410926,+
116,STPY.0321.00117,1,355914,361678,-
116,STPY.0321.00122,1,334893,340657,-
116,STPY.0321.00042,1,326850,332617,-
116,STPY.0321.00028,1,330353,336117,-
116,STPY.0321.00019,1,1441422,1447189,+
116,STPY.0321.00092,1,318814,324578,-
116,STPY.0321.00124,1,1587454,1593222,+
116,STPY.0321.00207,1,330966,336729,-
116,STPY.0321.00209,1,326476,332239,-
116,STPY.0321.00214,1,331178,336942,-
116,STPY.0321.00191,1,1577084,1582852,+
116,STPY.0321.00211,1,320882,326645,-
116,STPY.0321.00138,1,1464749,1470532,+
116,STPY.0321.00002,1,1323231,1328999,-
116,STPY.0321.00212,1,320879,326642,-
116,STPY.0321.00210,1,1593501,1599284,+
116,STPY.0321.00173,1,313000,318763,-
116,STPY.0321.00175,1,328833,334597,-
116,STPY.0321.00172,1,1491810,1497555,+
116,STPY.0321.00170,1,340553,346316,-
116,STPY.0321.00069,1,332020,337787,-
116,STPY.0321.00179,1,1442847,1448612,+
116,STPY.0321.00182,1,332488,338254,-
116,STPY.0321.00189,1,340545,346308,-
116,STPY.0321.00010,1,320019,325786,-
116,STPY.0321.00024,1,1495300,1501068,+
116,STPY.0321.00058,1,1536895,1542663,+
116,STPY.0321.00021,1,1375661,1381429,+
116,STPY.0321.00159,1,1545840,1551608,+
116,STPY.0321.00178,1,331253,337020,-
116,STPY.0321.00188,1,355634,361398,-
116,STPY.0321.00040,1,328072,333838,-
116,STPY.0321.00106,1,364585,370354,-
116,STPY.0321.00017,1,334894,340658,-
116,STPY.0321.00186,1,349584,355348,-
116,STPY.0321.00111,1,351505,357269,-
116,STPY.0321.00030,1,321163,326927,-
116,STPY.0321.00185,1,331180,336944,-
116,STPY.0321.00190,1,1497925,1503693,+
116,STPY.0321.00180,1,1481274,1487039,+
116,STPY.0321.00181,1,322020,327787,-
116,STPY.0321.00023,1,1540492,1546260,+
116,STPY.0321.00184,1,1467406,1473171,+
116,STPY.0321.00183,1,332036,337802,-
116,STPY.0321.00165,1,333320,339084,-
116,STPY.0321.00047,1,1537861,1543629,+
116,STPY.0321.00095,1,320474,326238,-
116,STPY.0321.00039,1,1491855,1497623,+
116,STPY.0321.00036,1,1621125,1626893,+
116,STPY.0321.00076,1,1538835,1544603,+
116,STPY.0321.00035,1,347218,352982,-
116,STPY.0321.00027,1,331963,337730,-
116,STPY.0321.00031,1,340481,346244,-
116,STPY.0321.00034,1,331162,336926,-
116,STPY.0321.00158,1,1261188,1266953,+
116,STPY.0321.00052,1,1548892,1554660,+
116,STPY.0321.00029,1,355834,361598,-
116,STPY.0321.00054,1,1538573,1544341,+
116,STPY.0321.00150,1,327381,333146,-
116,STPY.0321.00177,1,1444866,1450630,+
116,STPY.0321.00011,1,330077,335844,-
116,STPY.0321.00009,1,1523019,1528786,+
116,STPY.0321.00020,1,330067,335834,-
116,STPY.0321.00008,1,320882,326645,-
116,STPY.0321.00013,1,1542146,1547910,+
116,STPY.0321.00014,1,332640,338407,-
116,STPY.0321.00018,1,330088,335855,-
