Seq_id	Size	Description
48	+	1708585	1712213	3628
49	+	1708664	1712292	3628
50	+	1653908	1657536	3628
51	+	1541356	1544984	3628
52	+	1641536	1645164	3628
53	+	1685789	1689417	3628
54	+	1656894	1660522	3628
55	+	1643541	1647169	3628
56	+	1728418	1732046	3628
57	+	1624681	1628309	3628
58	+	1642524	1646152	3628
59	+	1716524	1720152	3628
60	-	276862	273233	3629
61	+	1560429	1564057	3628
62	+	1652233	1655861	3628
63	+	1651940	1655568	3628
64	+	1687233	1690861	3628
65	+	1568521	1572149	3628
66	+	1560390	1564018	3628
67	+	1560612	1564240	3628
68	+	1565616	1569244	3628
69	+	1728156	1731784	3628
70	+	1569643	1573271	3628
71	+	1727080	1730708	3628
72	+	1744589	1748217	3628
73	-	206840	203211	3629
74	+	1613173	1616801	3628
75	+	1674722	1678350	3628
76	+	1615396	1619024	3628
77	+	356661	360289	3628
78	+	1720801	1724445	3644
79	+	1638504	1642132	3628
80	+	1670121	1673749	3628
81	+	1605804	1609432	3628
82	+	1682814	1686441	3627
83	+	1659754	1663382	3628
84	+	1585434	1589062	3628
85	+	1645559	1649187	3628
86	+	1626305	1629933	3628
87	+	1583353	1586981	3628
88	+	1584111	1587739	3628
89	+	1720868	1724496	3628
90	+	1739548	1743176	3628
91	+	1566576	1570204	3628
92	+	1667008	1670636	3628
93	+	1708739	1712367	3628
94	+	1624230	1627858	3628
95	+	1616801	1620429	3628
96	+	1643734	1647362	3628
97	+	1717403	1721031	3628
98	+	1680902	1684530	3628
99	+	1551652	1555280	3628
100	+	1635361	1638989	3628
101	+	1654750	1658378	3628
102	+	1664664	1668292	3628
103	+	1667177	1670805	3628
104	+	1597270	1600898	3628
105	+	1642743	1646371	3628
106	+	1634750	1638378	3628
107	+	1566762	1570390	3628
108	+	1571071	1574699	3628
109	+	1733485	1737113	3628
110	+	1694032	1697660	3628
111	+	1691839	1695467	3628
112	+	1610525	1614153	3628
113	+	1670980	1674608	3628
114	+	1645758	1649386	3628
115	+	1526023	1529651	3628
116	+	1671845	1675473	3628
117	+	1582390	1586018	3628
118	+	1709806	1713434	3628
119	+	1121276	1124904	3628
120	-	215747	212118	3629
121	+	1628071	1631699	3628
122	+	1708850	1712478	3628
123	+	1569687	1573315	3628
124	+	1644059	1647687	3628
125	+	1620401	1624029	3628
126	+	1565024	1568652	3628
127	+	1687396	1691024	3628
128	+	1676931	1680559	3628
129	+	1717422	1721050	3628
130	+	1651572	1655200	3628
131	+	1726880	1730508	3628
132	+	1656953	1660581	3628
133	+	1641512	1645140	3628
134	+	1697682	1701310	3628
135	+	1696948	1700576	3628
136	+	1559930	1563558	3628
137	+	1643206	1646834	3628
138	+	1649279	1652907	3628
139	+	1658885	1662513	3628
140	+	553776	557404	3628
141	-	213064	209435	3629
142	+	1730734	1734362	3628
143	+	1601278	1604906	3628
144	+	1700851	1704479	3628
145	+	1591898	1595526	3628
146	+	1516050	1519678	3628
147	+	1739514	1743142	3628
148	+	1630811	1634439	3628
149	+	1583016	1586644	3628
150	+	1656857	1660485	3628
151	+	1725718	1729346	3628
152	+	1635445	1639073	3628
153	+	1613696	1617324	3628
154	+	812096	815724	3628
155	+	1634600	1638228	3628
156	-	209768	206139	3629
157	+	1642540	1646168	3628
158	+	1631195	1634823	3628
159	+	1639089	1642717	3628
160	+	1730474	1734102	3628
161	+	1683348	1686976	3628
162	+	1583478	1587106	3628
163	+	1653079	1656707	3628
164	+	1719699	1723327	3628
165	+	1515389	1519017	3628
166	+	1641424	1645052	3628
167	+	1683199	1686827	3628
168	+	1525635	1529263	3628
169	+	1697907	1701535	3628
170	+	1601857	1605485	3628
171	-	212844	209215	3629
172	+	1667994	1671622	3628
173	+	1650075	1653703	3628
174	+	1727564	1731192	3628
175	-	206734	203105	3629
176	-	213047	209418	3629
177	+	1601866	1605494	3628
178	+	1697068	1700696	3628
179	+	1644229	1647857	3628
180	+	1630398	1634026	3628
181	+	1565028	1568656	3628
182	+	1686848	1690476	3628
183	+	1616010	1619638	3628
184	+	1709412	1713040	3628
185	+	1572521	1576149	3628
186	+	1683976	1687604	3628
187	+	1565847	1569475	3628
188	+	1638185	1641813	3628
189	+	1767581	1771209	3628
190	+	1685139	1688767	3628
191	+	1614965	1618593	3628
192	+	1740870	1744498	3628
193	+	1786205	1789833	3628
194	+	1564453	1568081	3628
195	+	1588094	1591722	3628
196	+	1695004	1698632	3628
197	-	213044	209415	3629
198	+	1684191	1687819	3628
199	+	1728418	1732046	3628
200	+	1591343	1594971	3628
201	+	1712470	1716098	3628
202	+	1671215	1674842	3627
203	+	1712445	1716073	3628
204	+	1635445	1639073	3628
205	+	1693573	1697201	3628
206	+	1540616	1544244	3628
207	+	1712325	1715953	3628
208	+	1760976	1764604	3628
209	+	1671106	1674734	3628
210	+	1752430	1756058	3628
211	+	1727720	1731348	3628
212	+	1669738	1673366	3628
213	+	1653055	1656683	3628
214	+	1610297	1613925	3628
215	+	1649133	1652761	3628
216	+	1642218	1645846	3628
217	+	1603390	1607018	3628
218	+	1734057	1737685	3628
219	+	1681707	1685335	3628
--------------------------------------------------------------------------------
Block #134
Seq_id	Strand	Start	End	Length
1	+	1647757	1652307	4550
2	+	1688926	1693476	4550
3	+	1639263	1643813	4550
4	+	1701588	1706137	4549
5	+	1647249	1651798	4549
6	+	1648457	1653020	4563
7	+	1718595	1723145	4550
8	+	1628770	1633320	4550
9	+	1718595	1723145	4550
10	+	1606371	1610921	4550
11	+	1689453	1694003	4550
12	+	1762618	1767167	4549
13	+	1639159	1643708	4549
14	+	1704713	1709263	4550
15	-	206201	201652	4549
16	+	1620021	1624571	4550
17	+	1732728	1737278	4550
18	+	1642482	1647032	4550
19	+	1568518	1573068	4550
20	+	1578302	1582852	4550
21	+	1600401	1604950	4549
22	+	1632870	1637419	4549
23	+	1635179	1639729	4550
24	+	1648390	1652940	4550
25	+	1711531	1716080	4549
26	+	1758178	1762726	4548
27	+	1624453	1628971	4518
28	+	1596277	1600826	4549
29	+	1604826	1609376	4550
30	+	1655547	1660097	4550
31	+	1655208	1659757	4549
32	+	771456	776006	4550
33	-	985015	980466	4549
34	-	200538	195989	4549
35	+	1724490	1729040	4550
36	+	1726307	1730857	4550
37	+	1659440	1663989	4549
38	+	1647860	1652410	4550
39	+	1722326	1726876	4550
40	+	1732924	1737474	4550
41	+	885898	890447	4549
42	+	1716221	1720770	4549
43	+	1711077	1715627	4550
44	+	1743027	1747577	4550
45	+	1726710	1731260	4550
46	+	1715229	1719784	4555
47	+	1625106	1629655	4549
48	+	1715121	1719676	4555
49	+	1715200	1719755	4555
50	+	1670959	1675509	4550
51	+	1547892	1552442	4550
52	+	1648072	1652622	4550
53	+	1692315	1696864	4549
54	+	1663428	1667977	4549
55	+	1650082	1654632	4550
56	+	1734955	1739504	4549
57	+	1630040	1634589	4549
58	+	1649060	1653610	4550
59	+	1721869	1726419	4550
60	-	270328	265779	4549
61	+	1566965	1571514	4549
62	+	1658769	1663319	4550
63	+	1657299	1661849	4550
64	+	1693769	1698319	4550
65	+	1575056	1579605	4549
66	+	1566926	1571475	4549
67	+	1567148	1571697	4549
68	+	1572152	1576701	4549
69	+	1734693	1739242	4549
70	+	1575015	1579564	4549
71	+	1732425	1736975	4550
72	+	1751126	1755673	4547
73	-	200306	195757	4549
74	+	1619712	1624262	4550
75	+	1681259	1685806	4547
76	+	1620754	1625304	4550
77	+	363195	367744	4549
78	+	1727247	1731796	4549
79	+	1645041	1649588	4547
80	+	1676656	1681205	4549
81	+	1612341	1616890	4549
82	+	1689349	1693899	4550
83	+	1666288	1670837	4549
84	+	1590793	1595342	4549
85	+	1650918	1655468	4550
86	+	1631664	1636214	4550
87	+	1588725	1593274	4549
88	+	1590637	1595187	4550
89	+	1726214	1730764	4550
90	+	1744908	1749457	4549
91	+	1573112	1577661	4549
92	+	1672369	1676918	4549
93	+	1714099	1718648	4549
94	+	1629582	1634131	4549
95	+	1622161	1626710	4549
96	+	1650270	1654820	4550
97	+	1723940	1728487	4547
98	+	1687439	1691986	4547
99	+	1557010	1561560	4550
100	+	1641897	1646446	4549
101	+	1660100	1664650	4550
102	+	1670024	1674573	4549
103	+	1672536	1677085	4549
104	+	1602630	1607179	4549
105	+	1649279	1653829	4550
106	+	1640108	1644657	4549
107	+	1572121	1576671	4550
108	+	1577607	1582156	4549
109	+	1740022	1744571	4549
110	+	1699382	1703932	4550
111	+	1697189	1701740	4551
112	+	1617062	1621611	4549
113	+	1676340	1680889	4549
114	+	1652295	1656844	4549
115	+	1532559	1537108	4549
116	+	1678708	1683193	4485
117	+	1587750	1592300	4550
118	+	1717898	1722416	4518
119	+	1127812	1132361	4549
120	-	209211	204656	4555
121	+	1633431	1637980	4549
122	+	1714210	1718759	4549
123	+	1575048	1579597	4549
124	+	1650598	1655148	4550
125	+	1625761	1630311	4550
126	+	1571560	1576109	4549
127	+	1693931	1698481	4550
128	+	1683457	1688006	4549
129	+	1723957	1728506	4549
130	+	1658108	1662657	4549
131	+	1733416	1737966	4550
132	+	1662312	1666861	4549
133	+	1648048	1652598	4550
134	+	1704219	1708766	4547
135	+	1703486	1708036	4550
136	+	1566466	1571015	4549
137	+	1649742	1654292	4550
138	+	1654666	1659217	4551
139	+	1665418	1669968	4550
140	+	560310	564859	4549
141	-	206530	201981	4549
142	+	1737281	1741831	4550
143	+	1607813	1612362	4549
144	+	1707387	1711936	4549
145	+	1597258	1601807	4549
146	+	1521410	1525959	4549
147	+	1746051	1750598	4547
148	+	1637702	1642251	4549
149	+	1589552	1594102	4550
150	+	1663391	1667940	4549
151	+	1731078	1735627	4549
152	+	1641981	1646530	4549
153	+	1620233	1624782	4549
154	+	817446	821996	4550
155	+	1641136	1645685	4549
156	-	203231	198682	4549
157	+	1649076	1653626	4550
158	+	1636555	1641105	4550
159	+	1666341	1670890	4549
160	+	1737007	1741557	4550
161	+	1689884	1694434	4550
162	+	1590014	1594563	4549
163	+	1659615	1664164	4549
164	+	1726232	1730782	4550
165	+	1520750	1525299	4549
166	+	1647960	1652510	4550
167	+	1689735	1694285	4550
168	+	1530996	1535545	4549
169	+	1704444	1708991	4547
170	+	1607217	1611766	4549
171	-	206310	201761	4549
172	+	1673352	1677901	4549
173	+	1655433	1659983	4550
174	+	1734111	1738661	4550
175	-	200200	195651	4549
176	-	206513	201964	4549
177	+	1607225	1611775	4550
178	+	1703602	1708151	4549
179	+	1650765	1655315	4550
180	+	1635757	1640307	4550
181	+	1570387	1574936	4549
182	+	1693384	1697934	4550
183	+	1622544	1627093	4549
184	+	1714772	1719321	4549
185	+	1577882	1582432	4550
186	+	1690512	1695062	4550
187	+	1571205	1575755	4550
188	+	1644721	1649271	4550
189	+	1772940	1777490	4550
190	+	1691675	1696225	4550
191	+	1621500	1626050	4550
192	+	1747406	1751956	4550
193	+	1792738	1797288	4550
194	+	1570987	1575536	4549
195	+	1594630	1599178	4548
196	+	1701540	1706090	4550
197	-	206510	201961	4549
198	+	1690727	1695277	4550
199	+	1734955	1739504	4549
200	+	1597879	1602429	4550
201	+	1719007	1723554	4547
202	+	1678124	1682674	4550
203	+	1718982	1723529	4547
204	+	1641981	1646530	4549
205	+	1698918	1703468	4550
206	+	1547152	1551701	4549
207	+	1718862	1723409	4547
208	+	1767513	1772062	4549
209	+	1676465	1681015	4550
210	+	1758966	1763516	4550
211	+	1734254	1738803	4549
212	+	1676274	1680822	4548
213	+	1659591	1664146	4555
214	+	1618390	1622908	4518
215	+	1655667	1660216	4549
216	+	1648757	1653307	4550
217	+	1609916	1614466	4550
218	+	1740591	1745140	4549
219	+	1688244	1692793	4549
--------------------------------------------------------------------------------
Block #135
Seq_id	Strand	Start	End	Length
1	+	1653111	1656944	3833
2	+	1694280	1698113	3833
3	+	1644617	1648450	3833
4	+	1706942	1710769	3827
5	+	1652602	1656449	3847
6	+	1653824	1657657	3833
7	+	1723949	1727798	3849
8	+	1634124	1637967	3843
9	+	1723949	1727798	3849
10	+	1611725	1615566	3841
11	+	1694807	1698640	3833
12	+	1767972	1771799	3827
13	+	1644512	1648353	3841
14	+	1710067	1713900	3833
15	-	200848	197016	3832
16	+	1625375	1629216	3841
17	+	1738082	1741934	3852
18	+	1647836	1651682	3846
19	+	1573871	1577697	3826
20	+	1583656	1587500	3844
21	+	1605754	1609593	3839
22	+	1638223	1642063	3840
23	+	1640533	1644380	3847
24	+	1653744	1657577	3833
25	+	1716883	1720741	3858
26	+	1763530	1767357	3827
27	+	1629775	1633622	3847
28	+	1601630	1605471	3841
29	+	1610179	1614019	3840
30	+	1660901	1664743	3842
31	+	1660561	1664402	3841
32	+	776810	780651	3841
33	-	979661	975834	3827
34	-	195185	191353	3832
35	+	1729844	1733697	3853
36	+	1731661	1735502	3841
37	+	1664794	1668622	3828
38	+	1653214	1657060	3846
39	+	1727680	1731521	3841
40	+	1738278	1742130	3852
41	+	891251	895097	3846
42	+	1721574	1725436	3862
43	+	1716431	1720272	3841
44	+	1748381	1752214	3833
45	+	1732064	1735916	3852
46	+	1720587	1724439	3852
47	+	1630458	1634306	3848
48	+	1720479	1724331	3852
49	+	1720558	1724410	3852
50	+	1676313	1680152	3839
51	+	1553246	1557073	3827
52	+	1653426	1657259	3833
53	+	1697668	1701508	3840
54	+	1668781	1672613	3832
55	+	1655436	1659269	3833
56	+	1740309	1744136	3827
57	+	1635393	1639234	3841
58	+	1654414	1658247	3833
59	+	1728705	1732562	3857
60	-	264976	261129	3847
61	+	1572317	1576157	3840
62	+	1664123	1667956	3833
63	+	1662653	1666494	3841
64	+	1699123	1702956	3833
65	+	1580409	1584248	3839
66	+	1572278	1576118	3840
67	+	1572500	1576340	3840
68	+	1577504	1581344	3840
69	+	1740047	1743874	3827
70	+	1580367	1584206	3839
71	+	1737779	1741620	3841
72	+	1756467	1760315	3848
73	-	194953	191121	3832
74	+	1625066	1628894	3828
75	+	1686600	1690447	3847
76	+	1626108	1629949	3841
77	+	368548	372395	3847
78	+	1732600	1736441	3841
79	+	1650382	1654229	3847
80	+	1682009	1685850	3841
81	+	1617684	1621524	3840
82	+	1694703	1698536	3833
83	+	1671641	1675487	3846
84	+	1596146	1599987	3841
85	+	1656272	1660124	3852
86	+	1637018	1640859	3841
87	+	1594077	1597916	3839
88	+	1595991	1599817	3826
89	+	1731568	1735431	3863
90	+	1750261	1754113	3852
91	+	1578464	1582304	3840
92	+	1677722	1681568	3846
93	+	1719451	1723310	3859
94	+	1634935	1638787	3852
95	+	1627514	1631355	3841
96	+	1655624	1659457	3833
97	+	1729281	1733128	3847
98	+	1692780	1696627	3847
99	+	1562364	1566204	3840
100	+	1647250	1651090	3840
101	+	1665461	1669300	3839
102	+	1675376	1679235	3859
103	+	1677888	1681727	3839
104	+	1607982	1611808	3826
105	+	1654633	1658466	3833
106	+	1645461	1649302	3841
107	+	1577475	1581316	3841
108	+	1582960	1586799	3839
109	+	1745375	1749216	3841
110	+	1704736	1708582	3846
111	+	1702544	1706390	3846
112	+	1622416	1626243	3827
113	+	1681692	1685539	3847
114	+	1657649	1661476	3827
115	+	1537911	1541751	3840
117	+	1593104	1596951	3847
118	+	1723220	1727067	3847
119	+	1133165	1137016	3851
120	-	203853	200029	3824
121	+	1638783	1642609	3826
122	+	1719562	1723421	3859
123	+	1580401	1584241	3840
124	+	1655952	1659785	3833
125	+	1631115	1634956	3841
126	+	1576912	1580752	3840
127	+	1699285	1703126	3841
128	+	1688810	1692650	3840
129	+	1729310	1733150	3840
130	+	1663460	1667297	3837
131	+	1738770	1742603	3833
132	+	1667665	1671512	3847
133	+	1653402	1657235	3833
134	+	1709560	1713407	3847
135	+	1708840	1712673	3833
136	+	1571818	1575658	3840
137	+	1655096	1658929	3833
138	+	1660021	1663859	3838
139	+	1670772	1674613	3841
140	+	565663	569495	3832
141	-	201177	197345	3832
142	+	1742635	1746476	3841
143	+	1613165	1617005	3840
144	+	1712740	1716580	3840
145	+	1602610	1606436	3826
146	+	1526763	1530604	3841
147	+	1751392	1755239	3847
148	+	1643055	1646896	3841
149	+	1594906	1598733	3827
150	+	1668744	1672576	3832
151	+	1736431	1740271	3840
152	+	1647334	1651185	3851
153	+	1625587	1629414	3827
154	+	822807	826646	3839
155	+	1646489	1650340	3851
156	-	197877	194050	3827
157	+	1654430	1658282	3852
158	+	1641908	1645748	3840
159	+	1671694	1675520	3826
160	+	1742361	1746202	3841
161	+	1695238	1699071	3833
162	+	1595367	1599194	3827
163	+	1664967	1668807	3840
164	+	1731586	1735427	3841
165	+	1526103	1529943	3840
166	+	1653314	1657147	3833
167	+	1695089	1698922	3833
168	+	1536349	1540189	3840
169	+	1709785	1713632	3847
170	+	1612570	1616410	3840
171	-	200957	197125	3832
172	+	1678705	1682546	3841
173	+	1660787	1664627	3840
174	+	1739465	1743306	3841
175	-	194847	191015	3832
176	-	201160	197328	3832
177	+	1612579	1616420	3841
178	+	1708955	1712787	3832
179	+	1656119	1659952	3833
180	+	1641110	1644951	3841
181	+	1575740	1579582	3842
182	+	1698738	1702571	3833
183	+	1627897	1631743	3846
184	+	1720124	1723983	3859
185	+	1583236	1587086	3850
186	+	1695866	1699699	3833
187	+	1576559	1580399	3840
188	+	1650075	1653908	3833
189	+	1778294	1782141	3847
190	+	1697029	1700862	3833
191	+	1626854	1630694	3840
192	+	1752760	1756593	3833
193	+	1798092	1801933	3841
194	+	1576340	1580172	3832
195	+	1599982	1603833	3851
196	+	1706894	1710727	3833
197	-	201157	197325	3832
198	+	1696081	1699914	3833
199	+	1740309	1744136	3827
200	+	1603233	1607060	3827
201	+	1724348	1728195	3847
202	+	1683478	1687320	3842
203	+	1724323	1728170	3847
204	+	1647334	1651185	3851
205	+	1704272	1708124	3852
206	+	1552504	1556344	3840
207	+	1724203	1728050	3847
208	+	1772867	1776694	3827
209	+	1681819	1685661	3842
210	+	1764320	1768153	3833
211	+	1739607	1743453	3846
212	+	1681626	1685477	3851
213	+	1664949	1668801	3852
214	+	1623712	1627559	3847
215	+	1661020	1664852	3832
216	+	1654111	1657944	3833
217	+	1615270	1619109	3839
218	+	1745944	1749790	3846
219	+	1693598	1697425	3827
--------------------------------------------------------------------------------
Block #136
Seq_id	Strand	Start	End	Length
1	+	1659861	1663612	3751
2	+	1701029	1704780	3751
3	+	1651366	1655168	3802
4	+	1712307	1716004	3697
5	+	1658018	1661751	3733
6	+	1660574	1664325	3751
7	+	1729323	1733074	3751
8	+	1639420	1643168	3748
9	+	1729323	1733074	3751
10	+	1617025	1620722	3697
11	+	1701557	1705257	3700
12	+	1773337	1777034	3697
13	+	1649857	1653554	3697
14	+	1716817	1720466	3649
15	+	1672531	1676224	3693
16	+	1630737	1634434	3697
17	+	1742148	1745852	3704
18	+	1653188	1656936	3748
19	+	1580528	1584327	3799
20	+	1589057	1592859	3802
21	+	1611193	1614944	3751
22	+	1643617	1647356	3739
23	+	1645854	1649551	3697
24	+	1660493	1664244	3751
25	+	1720955	1724638	3683
26	+	1770158	1773894	3736
27	+	1635180	1638931	3751
28	+	1606911	1610659	3748
29	+	1615504	1619303	3799
30	+	1666214	1669895	3681
31	+	1665876	1669573	3697
32	+	780865	784569	3704
33	-	974296	970599	3697
34	+	1669320	1673013	3693
35	+	1733911	1737615	3704
36	+	1735716	1739362	3646
37	+	1670160	1673857	3697
38	+	1658617	1662419	3802
39	+	1733017	1736765	3748
40	+	1742344	1746048	3704
41	+	896666	900359	3693
42	+	1725650	1729393	3743
43	+	1721781	1725529	3748
44	+	1755131	1758882	3751
45	+	1736130	1739834	3704
46	+	1724653	1728299	3646
47	+	1635807	1639507	3700
48	+	1724545	1728191	3646
49	+	1724624	1728270	3646
50	+	1681701	1685398	3697
51	+	1559965	1563713	3748
52	+	1660176	1663927	3751
53	+	1702954	1706705	3751
54	+	1675306	1678999	3693
55	+	1662099	1665850	3751
56	+	1745674	1749371	3697
57	+	1640732	1644432	3700
58	+	1661164	1664864	3700
59	+	1732760	1736507	3747
60	-	259560	255816	3744
61	+	1577694	1581445	3751
62	+	1670879	1674681	3802
63	+	1667974	1671671	3697
64	+	1705873	1709675	3802
65	+	1585698	1589446	3748
66	+	1577655	1581406	3751
67	+	1577877	1581628	3751
68	+	1582881	1586632	3751
69	+	1745412	1749109	3697
70	+	1585724	1589475	3751
71	+	1741834	1745538	3704
72	+	1761798	1765499	3701
73	+	1669091	1672784	3693
74	+	1631686	1635434	3748
75	+	1691930	1695631	3701
76	+	1631504	1635254	3750
77	+	373964	377708	3744
78	+	1737936	1741578	3642
79	+	1655712	1659413	3701
80	+	1687399	1691150	3751
81	+	1623063	1626761	3698
82	+	1701452	1705254	3802
83	+	1676912	1680656	3744
84	+	1601488	1605236	3748
85	+	1660338	1664081	3743
86	+	1642378	1646126	3748
87	+	1599473	1603173	3700
88	+	1602600	1606348	3748
89	+	1735645	1739349	3704
90	+	1754311	1758003	3692
91	+	1583823	1587571	3748
92	+	1683126	1686877	3751
93	+	1724744	1728444	3700
94	+	1639001	1642643	3642
95	+	1632801	1636498	3697
96	+	1662374	1666125	3751
97	+	1734611	1738312	3701
98	+	1698110	1701811	3701
99	+	1567702	1571399	3697
100	+	1652644	1656383	3739
101	+	1670795	1674546	3751
102	+	1680669	1684369	3700
103	+	1683284	1687086	3802
104	+	1614685	1618385	3700
105	+	1661383	1665185	3802
106	+	1650739	1654436	3697
107	+	1582834	1586584	3750
108	+	1588342	1592090	3748
109	+	1750699	1754399	3700
110	+	1710136	1713887	3751
111	+	1707944	1711695	3751
112	+	1627781	1631478	3697
113	+	1686973	1690673	3700
114	+	1663014	1666711	3697
115	+	1543222	1546922	3700
117	+	1597165	1600810	3645
118	+	1728625	1732376	3751
119	+	1137230	1140973	3743
120	-	199787	196141	3646
121	+	1645519	1649270	3751
122	+	1724855	1728555	3700
123	+	1585694	1589445	3751
124	+	1662703	1666507	3804
125	+	1636457	1640205	3748
126	+	1582289	1586040	3751
127	+	1703340	1706986	3646
128	+	1694204	1697955	3751
129	+	1734602	1738353	3751
130	+	1668780	1672531	3751
131	+	1745520	1749271	3751
132	+	1673007	1676704	3697
133	+	1661477	1665228	3751
134	+	1714890	1718591	3701
135	+	1715590	1719341	3751
136	+	1577195	1580946	3751
137	+	1661846	1665597	3751
138	+	1665206	1668954	3748
139	+	1676189	1679937	3748
140	-	930117	926424	3693
141	+	1673935	1677628	3693
142	+	1748028	1751830	3802
143	+	1618524	1622221	3697
144	+	1718026	1721765	3739
145	+	1609346	1613097	3751
146	+	1532083	1535831	3748
147	+	1756902	1760603	3701
148	+	1648519	1652265	3746
149	+	1601897	1605645	3748
150	+	1675269	1678962	3693
151	+	1740485	1744229	3744
152	+	1651399	1655142	3743
153	+	1630952	1634649	3697
154	+	828141	831892	3751
155	+	1650554	1654297	3743
156	+	1741779	1745476	3697
157	+	1659723	1663489	3766
158	+	1647232	1650929	3697
159	+	1678421	1682169	3748
160	+	1747745	1751493	3748
161	+	1701988	1705688	3700
162	+	1602070	1605818	3748
163	+	1670344	1674095	3751
164	+	1736970	1740718	3748
165	+	1531396	1535146	3750
166	+	1660063	1663814	3751
167	+	1701838	1705589	3751
168	+	1541642	1545326	3684
169	+	1715115	1718816	3701
170	+	1616624	1620368	3744
171	+	1781144	1784837	3693
172	+	1683983	1687680	3697
173	+	1666091	1669788	3697
174	+	1744858	1748660	3802
175	+	1667607	1671300	3693
176	+	1616053	1619746	3693
177	+	1617887	1621635	3748
178	+	1715480	1719173	3693
179	+	1662869	1666671	3802
180	+	1646589	1650337	3748
181	+	1581080	1584777	3697
182	+	1705488	1709290	3802
183	+	1633330	1637023	3693
184	+	1725417	1729117	3700
185	+	1588587	1592335	3748
186	+	1702616	1706367	3751
187	+	1581870	1585618	3748
188	+	1656717	1660468	3751
189	+	1783638	1787335	3697
190	+	1703778	1707427	3649
191	+	1632254	1636002	3748
192	+	1759510	1763159	3649
193	+	1803377	1807125	3748
194	+	1582866	1586559	3693
195	+	1604047	1607795	3748
196	+	1713643	1717343	3700
197	+	1781359	1785052	3693
198	+	1702830	1706530	3700
199	+	1745674	1749371	3697
200	+	1609952	1613700	3748
201	+	1729594	1733295	3701
202	+	1688832	1692517	3685
203	+	1729569	1733270	3701
204	+	1651399	1655142	3743
205	+	1708338	1712042	3704
206	+	1557881	1561632	3751
207	+	1729449	1733150	3701
208	+	1778232	1781929	3697
209	+	1687120	1690817	3697
210	+	1771070	1774872	3802
211	+	1745022	1748715	3693
212	+	1685691	1689439	3748
213	+	1669015	1672661	3646
214	+	1629117	1632868	3751
215	+	1667516	1671209	3693
216	+	1660860	1664560	3700
217	+	1620658	1624379	3721
218	+	1751359	1755052	3693
219	+	1698963	1702660	3697
--------------------------------------------------------------------------------
Block #137
Seq_id	Strand	Start	End	Length
1	+	1669522	1678377	8855
2	+	1710585	1719440	8855
3	+	1661078	1669933	8855
4	+	1722947	1731794	8847
5	+	1670104	1678947	8843
6	+	1670130	1678985	8855
7	+	1739517	1748376	8859
8	+	1649529	1658411	8882
9	+	1742484	1751343	8859
10	+	1627065	1635910	8845
11	+	1711167	1720021	8854
12	+	1783977	1792824	8847
13	+	1659897	1668742	8845
14	+	1726271	1735126	8855
15	+	1683023	1691842	8819
16	+	1640631	1649488	8857
17	+	1749952	1758797	8845
18	+	1663702	1672507	8805
19	+	1590487	1599324	8837
20	+	1599166	1608010	8844
21	+	1621179	1630019	8840
22	+	1653738	1662586	8848
23	+	1655995	1664845	8850
24	+	1670049	1678904	8855
25	+	1731521	1740367	8846
26	+	1779843	1788689	8846
27	+	1645226	1654069	8843
28	+	1616926	1625774	8848
29	+	1624064	1632911	8847
30	+	1676269	1685078	8809
31	+	1675845	1684688	8843
32	+	788669	797514	8845
33	-	963658	954811	8847
34	+	1679650	1688469	8819
35	+	1741727	1750572	8845
36	+	1742873	1751709	8836
37	+	1680798	1689645	8847
38	+	1668747	1677594	8847
39	+	1742911	1751758	8847
40	+	1750148	1758993	8845
41	+	908435	917278	8843
42	+	1732961	1741784	8823
43	+	1731698	1740555	8857
44	+	1764792	1773647	8855
45	+	1743934	1752779	8845
46	+	1732193	1741039	8846
47	+	1645778	1654623	8845
48	+	1732211	1741057	8846
49	+	1732206	1741052	8846
50	+	1691634	1700472	8838
51	+	1569914	1578736	8822
52	+	1669732	1678587	8855
53	+	1712847	1721693	8846
54	+	1685759	1694578	8819
55	+	1671760	1680615	8855
56	+	1756312	1765159	8847
57	+	1651207	1660049	8842
58	+	1670669	1679524	8855
59	+	1740576	1749422	8846
60	-	247603	238761	8842
61	+	1587660	1596508	8848
62	+	1680591	1689446	8855
63	+	1677962	1686807	8845
64	+	1715690	1724545	8855
65	+	1595888	1604737	8849
66	+	1587621	1596469	8848
67	+	1587843	1596691	8848
68	+	1592847	1601695	8848
69	+	1756033	1764880	8847
70	+	1595661	1604507	8846
71	+	1749638	1758483	8845
72	+	1771525	1780373	8848
73	+	1679535	1688354	8819
74	+	1641734	1650593	8859
75	+	1700506	1709353	8847
76	+	1641410	1650260	8850
77	+	385939	394781	8842
78	+	1745669	1754511	8842
79	+	1664162	1673009	8847
80	+	1697374	1706214	8840
81	+	1632958	1641790	8832
82	+	1711164	1720018	8854
83	+	1687401	1696244	8843
84	+	1610125	1618981	8856
85	+	1669245	1678090	8845
86	+	1652217	1661063	8846
87	+	1609357	1618203	8846
88	+	1612477	1621302	8825
89	+	1743449	1752294	8845
90	+	1763243	1772085	8842
91	+	1593795	1602643	8848
92	+	1693006	1701853	8847
93	+	1734716	1743561	8845
94	+	1646525	1655375	8850
95	+	1642759	1651601	8842
96	+	1671930	1680785	8855
97	+	1743187	1752034	8847
98	+	1706686	1715533	8847
99	+	1577710	1586558	8848
100	+	1662639	1671487	8848
101	+	1680825	1689673	8848
102	+	1690641	1699486	8845
103	+	1693323	1702165	8842
